Recording timestamp	Eyetracker timestamp	Eyepos3d_Left.x	Eyepos3d_Left.y	Eyepos3d_Left.z	Eyepos3dRel_Left.x	Eyepos3dRel_Left.y	Eyepos3dRel_Left.z	Gaze2d_Left.x	Gaze2d_Left.y	Gaze3d_Left.x	Gaze3d_Left.y	Gaze3d_Left.z	PupilDiam_Left	Validity_Left	Eyepos3d_Right.x	Eyepos3d_Right.y	Eyepos3d_Right.z	Eyepos3dRel_Right.x	Eyepos3dRel_Right.y	Eyepos3dRel_Right.z	Gaze2d_Right.x	Gaze2d_Right.y	Gaze3d_Right.x	Gaze3d_Right.y	Gaze3d_Right.z	PupilDiam_Right	Validity_Right	Event value	Event message
6609131098	1489513570641221	-1.953909e+001	6.124775e+000	6.787047e+002	5.988200e-001	4.691118e-001	7.623488e-001	4.586600e+002	2.672125e+002	-8.362093e+001	2.114504e+002	7.216618e+001	3.491119e+000	0	4.072292e+001	8.702071e+000	6.776170e+002	4.086771e-001	4.545793e-001	7.587233e-001	4.988868e+002	2.778699e+002	-6.842351e+001	2.077217e+002	7.065444e+001	3.801758e+000	0	0	0
6609134431	1489513570644554	-1.958500e+001	6.156731e+000	6.787802e+002	5.989603e-001	4.689403e-001	7.626009e-001	4.546539e+002	2.502753e+002	-8.513444e+001	2.173762e+002	7.456871e+001	3.503159e+000	0	4.065231e+001	8.748484e+000	6.776018e+002	4.088973e-001	4.543237e-001	7.586725e-001	4.864508e+002	2.890000e+002	-7.312177e+001	2.038276e+002	6.907566e+001	3.836197e+000	0	0	0
6609137787	1489513570647910	-1.961771e+001	6.179472e+000	6.787806e+002	5.990633e-001	4.688156e-001	7.626019e-001	4.644109e+002	2.452916e+002	-8.144828e+001	2.191199e+002	7.527564e+001	3.467941e+000	0	4.058623e+001	8.796224e+000	6.775629e+002	4.090996e-001	4.540592e-001	7.585431e-001	4.933318e+002	2.841093e+002	-7.052213e+001	2.055387e+002	6.976939e+001	3.847672e+000	0	0	0
6609141146	1489513570651270	-1.964377e+001	6.189696e+000	6.788091e+002	5.991437e-001	4.687610e-001	7.626971e-001	4.812561e+002	2.589110e+002	-7.508428e+001	2.143549e+002	7.334374e+001	3.474777e+000	0	4.054959e+001	8.826174e+000	6.775407e+002	4.092116e-001	4.538934e-001	7.584690e-001	5.048072e+002	2.991907e+002	-6.618679e+001	2.002622e+002	6.763011e+001	3.875244e+000	0	0	0
6609144504	1489513570654628	-1.966142e+001	6.191226e+000	6.788098e+002	5.991993e-001	4.687527e-001	7.626994e-001	4.855000e+002	2.655432e+002	-7.348097e+001	2.120345e+002	7.240298e+001	3.496246e+000	0	4.052735e+001	8.851758e+000	6.774929e+002	4.092743e-001	4.537496e-001	7.583097e-001	5.048929e+002	2.734113e+002	-6.615445e+001	2.092816e+002	7.128689e+001	3.811981e+000	0	0	0
6609147752	1489513570657876	-1.968297e+001	6.185394e+000	6.788560e+002	5.992646e-001	4.687871e-001	7.628534e-001	4.890038e+002	2.687098e+002	-7.215725e+001	2.109266e+002	7.195380e+001	3.468201e+000	0	4.052043e+001	8.868961e+000	6.774778e+002	4.092937e-001	4.536541e-001	7.582595e-001	5.127427e+002	2.852997e+002	-6.318883e+001	2.051222e+002	6.960053e+001	3.856339e+000	0	0	0
6609151115	1489513570661239	-1.969962e+001	6.171351e+000	6.788416e+002	5.993179e-001	4.688636e-001	7.628054e-001	4.838325e+002	2.738290e+002	-7.411094e+001	2.091355e+002	7.122764e+001	3.493378e+000	0	4.052042e+001	8.881903e+000	6.774383e+002	4.092875e-001	4.535803e-001	7.581276e-001	5.061631e+002	2.955516e+002	-6.567454e+001	2.015354e+002	6.814631e+001	3.858414e+000	0	0	0
6609154471	1489513570664595	-1.971554e+001	6.154939e+000	6.788422e+002	5.993682e-001	4.689538e-001	7.628072e-001	4.841024e+002	2.745511e+002	-7.400897e+001	2.088829e+002	7.112522e+001	3.471100e+000	0	4.052149e+001	8.892060e+000	6.774085e+002	4.092795e-001	4.535224e-001	7.580284e-001	5.045138e+002	2.855045e+002	-6.629766e+001	2.050506e+002	6.957148e+001	3.824265e+000	0	0	0
6609157759	1489513570667883	-1.973142e+001	6.139366e+000	6.788116e+002	5.994200e-001	4.690379e-001	7.627053e-001	4.794211e+002	2.712147e+002	-7.577754e+001	2.100502e+002	7.159848e+001	3.470291e+000	0	4.052038e+001	8.900491e+000	6.773699e+002	4.092769e-001	4.534733e-001	7.578996e-001	5.076420e+002	2.994501e+002	-6.511583e+001	2.001715e+002	6.759332e+001	3.874573e+000	0	0	0
6609161092	1489513570671216	-1.975062e+001	6.124442e+000	6.788322e+002	5.994794e-001	4.691209e-001	7.627738e-001	4.830308e+002	2.830064e+002	-7.441380e+001	2.059246e+002	6.992584e+001	3.549881e+000	0	4.051597e+001	8.908935e+000	6.773259e+002	4.092840e-001	4.534239e-001	7.577529e-001	5.035824e+002	3.031344e+002	-6.664954e+001	1.988824e+002	6.707071e+001	3.907013e+000	0	0	0
6609164445	1489513570674569	-1.976966e+001	6.112917e+000	6.788370e+002	5.995392e-001	4.691845e-001	7.627901e-001	4.857005e+002	2.838648e+002	-7.340522e+001	2.056243e+002	6.980407e+001	3.543579e+000	0	4.051032e+001	8.919594e+000	6.773208e+002	4.093010e-001	4.533650e-001	7.577360e-001	5.053105e+002	2.871094e+002	-6.599668e+001	2.044891e+002	6.934383e+001	3.859467e+000	0	0	0
6609167796	1489513570677920	-1.978814e+001	6.103313e+000	6.788472e+002	5.995969e-001	4.692379e-001	7.628241e-001	4.821761e+002	2.711769e+002	-7.473670e+001	2.100634e+002	7.160384e+001	3.506607e+000	0	4.050266e+001	8.930853e+000	6.773129e+002	4.093239e-001	4.533026e-001	7.577096e-001	5.062611e+002	2.935433e+002	-6.563753e+001	2.022381e+002	6.843119e+001	3.893173e+000	0	0	0
6609171158	1489513570681282	-1.980647e+001	6.098321e+000	6.788521e+002	5.996544e-001	4.692656e-001	7.628404e-001	4.784624e+002	2.646419e+002	-7.613972e+001	2.123498e+002	7.253083e+001	3.467545e+000	0	4.049261e+001	8.943803e+000	6.773003e+002	4.093536e-001	4.532306e-001	7.576676e-001	5.032540e+002	2.952346e+002	-6.677359e+001	2.016463e+002	6.819128e+001	3.874207e+000	0	0	0
6609174440	1489513570684564	-1.982198e+001	6.092678e+000	6.788293e+002	5.997046e-001	4.692956e-001	7.627645e-001	4.757469e+002	2.721161e+002	-7.716560e+001	2.097348e+002	7.147061e+001	3.509552e+000	0	4.047728e+001	8.958676e+000	6.772636e+002	4.093962e-001	4.531464e-001	7.575452e-001	5.028345e+002	2.836293e+002	-6.693209e+001	2.057067e+002	6.983748e+001	3.852509e+000	0	0	0
6609177755	1489513570687880	-1.983646e+001	6.088651e+000	6.788395e+002	5.997497e-001	4.693182e-001	7.627983e-001	4.734133e+002	2.648995e+002	-7.804724e+001	2.122597e+002	7.249428e+001	3.482086e+000	0	4.046505e+001	8.976002e+000	6.772287e+002	4.094293e-001	4.530488e-001	7.574292e-001	5.020608e+002	2.884395e+002	-6.722440e+001	2.040237e+002	6.915516e+001	3.862717e+000	0	0	0
6609181121	1489513570691246	-1.985024e+001	6.085631e+000	6.788662e+002	5.997916e-001	4.693362e-001	7.628872e-001	4.803725e+002	2.761565e+002	-7.541809e+001	2.083212e+002	7.089748e+001	3.501907e+000	0	4.045681e+001	8.996928e+000	6.772396e+002	4.094569e-001	4.529346e-001	7.574654e-001	5.023778e+002	2.882134e+002	-6.710462e+001	2.041028e+002	6.918722e+001	3.874146e+000	0	0	0
6609184483	1489513570694608	-1.985983e+001	6.081177e+000	6.788859e+002	5.998207e-001	4.693616e-001	7.629529e-001	4.825155e+002	2.708198e+002	-7.460850e+001	2.101883e+002	7.165449e+001	3.506393e+000	0	4.044778e+001	9.015481e+000	6.772279e+002	4.094835e-001	4.528319e-001	7.574264e-001	5.029394e+002	2.735540e+002	-6.689247e+001	2.092317e+002	7.126665e+001	3.815384e+000	0	0	0
6609187758	1489513570697883	-1.987146e+001	6.076337e+000	6.789112e+002	5.998559e-001	4.693895e-001	7.630373e-001	4.826249e+002	2.682700e+002	-7.456716e+001	2.110804e+002	7.201618e+001	3.513824e+000	0	4.043891e+001	9.030292e+000	6.771927e+002	4.095060e-001	4.527481e-001	7.573092e-001	5.009935e+002	2.740295e+002	-6.762759e+001	2.090654e+002	7.119920e+001	3.818710e+000	0	0	0
6609191086	1489513570701211	-1.987924e+001	6.072095e+000	6.789311e+002	5.998793e-001	4.694137e-001	7.631038e-001	4.816428e+002	2.713303e+002	-7.493820e+001	2.100097e+002	7.158209e+001	3.508331e+000	0	4.043317e+001	9.047146e+000	6.771824e+002	4.095224e-001	4.526548e-001	7.572748e-001	5.007502e+002	2.782999e+002	-6.771953e+001	2.075713e+002	7.059346e+001	3.812744e+000	0	0	0
6609194435	1489513570704560	-1.988669e+001	6.065752e+000	6.789478e+002	5.999018e-001	4.694494e-001	7.631596e-001	4.796526e+002	2.671071e+002	-7.569006e+001	2.114873e+002	7.218114e+001	3.484695e+000	0	4.042963e+001	9.060841e+000	6.771701e+002	4.095316e-001	4.525786e-001	7.572337e-001	5.016192e+002	2.910143e+002	-6.739121e+001	2.031229e+002	6.878992e+001	3.840546e+000	0	0	0
6609197796	1489513570707921	-1.989041e+001	6.060407e+000	6.789559e+002	5.999130e-001	4.694791e-001	7.631864e-001	4.817616e+002	2.680581e+002	-7.489332e+001	2.111546e+002	7.204624e+001	3.472443e+000	0	4.042642e+001	9.071461e+000	6.771636e+002	4.095407e-001	4.525198e-001	7.572119e-001	5.019994e+002	2.768798e+002	-6.724757e+001	2.080681e+002	7.079489e+001	3.820618e+000	0	0	0
6609201068	1489513570711193	-1.989398e+001	6.049747e+000	6.789684e+002	5.999236e-001	4.695383e-001	7.632279e-001	4.786667e+002	2.635002e+002	-7.606255e+001	2.127492e+002	7.269277e+001	3.484116e+000	0	4.042528e+001	9.083931e+000	6.771482e+002	4.095418e-001	4.524502e-001	7.571608e-001	5.033312e+002	2.772015e+002	-6.674444e+001	2.079556e+002	7.074926e+001	3.821106e+000	0	0	0
6609204426	1489513570714551	-1.989650e+001	6.046683e+000	6.789943e+002	5.999301e-001	4.695563e-001	7.633144e-001	4.795972e+002	2.616660e+002	-7.571101e+001	2.133910e+002	7.295295e+001	3.478363e+000	0	4.042385e+001	9.093869e+000	6.771354e+002	4.095443e-001	4.523947e-001	7.571179e-001	5.046472e+002	2.921458e+002	-6.624727e+001	2.027270e+002	6.862943e+001	3.874390e+000	0	0	0
6609207763	1489513570717888	-1.989791e+001	6.041613e+000	6.790134e+002	5.999334e-001	4.695851e-001	7.633781e-001	4.803635e+002	2.639919e+002	-7.542150e+001	2.125772e+002	7.262302e+001	3.468414e+000	0	4.042497e+001	9.103626e+000	6.771279e+002	4.095396e-001	4.523405e-001	7.570931e-001	5.014164e+002	2.916719e+002	-6.746782e+001	2.028928e+002	6.869665e+001	3.874954e+000	0	0	0
6609211123	1489513570721248	-1.989669e+001	6.036476e+000	6.790185e+002	5.999293e-001	4.696135e-001	7.633950e-001	4.789879e+002	2.731930e+002	-7.594118e+001	2.093580e+002	7.131785e+001	3.499237e+000	0	4.042561e+001	9.112204e+000	6.771121e+002	4.095351e-001	4.522923e-001	7.570402e-001	5.066793e+002	2.969863e+002	-6.547955e+001	2.010335e+002	6.794281e+001	3.881012e+000	0	0	0
6609214494	1489513570724620	-1.989503e+001	6.031101e+000	6.790578e+002	5.999218e-001	4.696448e-001	7.635260e-001	4.728724e+002	2.664277e+002	-7.825161e+001	2.117250e+002	7.227750e+001	3.487045e+000	0	4.042808e+001	9.117682e+000	6.770942e+002	4.095244e-001	4.522609e-001	7.569806e-001	4.974814e+002	2.759496e+002	-6.895447e+001	2.083936e+002	7.092684e+001	3.843781e+000	0	0	0
6609217758	1489513570727884	-1.989240e+001	6.025001e+000	6.790842e+002	5.999120e-001	4.696795e-001	7.636139e-001	4.796212e+002	2.623020e+002	-7.570193e+001	2.131685e+002	7.286274e+001	3.492203e+000	0	4.043348e+001	9.125344e+000	6.770927e+002	4.095071e-001	4.522186e-001	7.569759e-001	5.026549e+002	2.913899e+002	-6.699993e+001	2.029915e+002	6.873665e+001	3.874054e+000	0	0	0
6609221104	1489513570731230	-1.988890e+001	6.016385e+000	6.791127e+002	5.998994e-001	4.697282e-001	7.637089e-001	4.779713e+002	2.713454e+002	-7.632526e+001	2.100044e+002	7.157994e+001	3.506073e+000	0	4.043952e+001	9.132784e+000	6.770716e+002	4.094848e-001	4.521762e-001	7.569055e-001	4.992379e+002	2.808106e+002	-6.829084e+001	2.066929e+002	7.023731e+001	3.805435e+000	0	0	0
6609224460	1489513570734586	-1.988227e+001	6.011333e+000	6.791193e+002	5.998781e-001	4.697562e-001	7.637311e-001	4.807857e+002	2.648560e+002	-7.526199e+001	2.122749e+002	7.250045e+001	3.491913e+000	0	4.044613e+001	9.138151e+000	6.770588e+002	4.094619e-001	4.521457e-001	7.568628e-001	5.001972e+002	2.906520e+002	-6.792843e+001	2.032496e+002	6.884131e+001	3.861710e+000	0	0	0
6609227821	1489513570737947	-1.987631e+001	6.007460e+000	6.791570e+002	5.998572e-001	4.697792e-001	7.638566e-001	4.795535e+002	2.657392e+002	-7.572750e+001	2.119659e+002	7.237517e+001	3.484177e+000	0	4.045890e+001	9.143338e+000	6.770735e+002	4.094238e-001	4.521182e-001	7.569116e-001	5.011258e+002	2.788564e+002	-6.757764e+001	2.073766e+002	7.051450e+001	3.823898e+000	0	0	0
6609231090	1489513570741216	-1.986524e+001	6.002464e+000	6.791393e+002	5.998233e-001	4.698057e-001	7.637976e-001	4.804370e+002	2.720791e+002	-7.539374e+001	2.097477e+002	7.147586e+001	3.527802e+000	0	4.047092e+001	9.152207e+000	6.770777e+002	4.093864e-001	4.520697e-001	7.569257e-001	5.051773e+002	2.947861e+002	-6.604700e+001	2.018032e+002	6.825490e+001	3.871170e+000	0	0	0
6609234427	1489513570744553	-1.985371e+001	5.997343e+000	6.791542e+002	5.997862e-001	4.698344e-001	7.638475e-001	4.820796e+002	2.809256e+002	-7.477314e+001	2.066526e+002	7.022100e+001	3.507126e+000	0	4.048593e+001	9.159917e+000	6.770798e+002	4.093393e-001	4.520274e-001	7.569326e-001	5.008590e+002	2.880853e+002	-6.767841e+001	2.041477e+002	6.920540e+001	3.865906e+000	0	0	0
6609237785	1489513570747911	-1.984132e+001	5.992308e+000	6.791649e+002	5.997465e-001	4.698625e-001	7.638829e-001	4.740455e+002	2.573231e+002	-7.780839e+001	2.149104e+002	7.356899e+001	3.487900e+000	0	4.050227e+001	9.168554e+000	6.770691e+002	4.092860e-001	4.519791e-001	7.568972e-001	5.055774e+002	2.937024e+002	-6.589582e+001	2.021824e+002	6.840862e+001	3.873291e+000	0	0	0
6609241147	1489513570751273	-1.982449e+001	5.988938e+000	6.791878e+002	5.996922e-001	4.698820e-001	7.639591e-001	4.753606e+002	2.618774e+002	-7.731155e+001	2.133170e+002	7.292296e+001	3.481140e+000	0	4.052284e+001	9.175552e+000	6.770795e+002	4.092226e-001	4.519413e-001	7.569316e-001	5.038305e+002	2.899613e+002	-6.655579e+001	2.034913e+002	6.893929e+001	3.873001e+000	0	0	0
6609244418	1489513570754544	-1.980869e+001	5.986404e+000	6.792299e+002	5.996399e-001	4.698978e-001	7.640995e-001	4.742879e+002	2.656522e+002	-7.771683e+001	2.119963e+002	7.238751e+001	3.487534e+000	0	4.054719e+001	9.183420e+000	6.771090e+002	4.091503e-001	4.519001e-001	7.570300e-001	5.037014e+002	2.729984e+002	-6.660456e+001	2.094261e+002	7.134546e+001	3.810486e+000	0	0	0
6609247745	1489513570757871	-1.979165e+001	5.983339e+000	6.793021e+002	5.995821e-001	4.699179e-001	7.643402e-001	4.780208e+002	2.687909e+002	-7.630657e+001	2.108982e+002	7.194229e+001	3.483459e+000	0	4.057319e+001	9.194003e+000	6.771228e+002	4.090702e-001	4.518428e-001	7.570758e-001	5.060183e+002	2.796165e+002	-6.572926e+001	2.071106e+002	7.040668e+001	3.801941e+000	0	0	0
6609251109	1489513570761236	-1.977201e+001	5.981076e+000	6.793797e+002	5.995157e-001	4.699338e-001	7.645990e-001	4.814668e+002	2.791113e+002	-7.500466e+001	2.072874e+002	7.047835e+001	3.513367e+000	0	4.060841e+001	9.208933e+000	6.771308e+002	4.089602e-001	4.517612e-001	7.571027e-001	5.027916e+002	2.835244e+002	-6.694828e+001	2.057434e+002	6.985236e+001	3.823807e+000	0	0	0
6609254467	1489513570764594	-1.974563e+001	5.980738e+000	6.794057e+002	5.994312e-001	4.699367e-001	7.646857e-001	4.828646e+002	2.740788e+002	-7.447661e+001	2.090481e+002	7.119221e+001	3.488419e+000	0	4.064304e+001	9.226660e+000	6.771339e+002	4.088512e-001	4.516638e-001	7.571130e-001	5.072148e+002	2.931193e+002	-6.527725e+001	2.023864e+002	6.849133e+001	3.857285e+000	0	0	0
6609257745	1489513570767872	-1.971351e+001	5.983556e+000	6.794263e+002	5.993288e-001	4.699221e-001	7.647544e-001	4.791844e+002	2.762509e+002	-7.586694e+001	2.082881e+002	7.088409e+001	3.492126e+000	0	4.067365e+001	9.247057e+000	6.771436e+002	4.087559e-001	4.515523e-001	7.571452e-001	5.091648e+002	3.031315e+002	-6.454054e+001	1.988835e+002	6.707111e+001	3.908463e+000	0	0	0
6609261077	1489513570771204	-1.967893e+001	5.983600e+000	6.794503e+002	5.992185e-001	4.699228e-001	7.648342e-001	4.778022e+002	2.655648e+002	-7.638913e+001	2.120269e+002	7.239991e+001	3.468384e+000	0	4.070572e+001	9.267111e+000	6.771706e+002	4.086588e-001	4.514439e-001	7.572353e-001	5.059582e+002	2.815284e+002	-6.575198e+001	2.064417e+002	7.013550e+001	3.846008e+000	0	0	0
6609264441	1489513570774568	-1.963938e+001	5.987256e+000	6.795311e+002	5.990893e-001	4.699063e-001	7.651036e-001	4.828055e+002	2.707874e+002	-7.449892e+001	2.101997e+002	7.165909e+001	3.514053e+000	0	4.074559e+001	9.289481e+000	6.772314e+002	4.085422e-001	4.513253e-001	7.574379e-001	5.055107e+002	2.773852e+002	-6.592101e+001	2.078913e+002	7.072320e+001	3.850647e+000	0	0	0
6609267800	1489513570777927	-1.959716e+001	5.997902e+000	6.796232e+002	5.989510e-001	4.698520e-001	7.654106e-001	4.817503e+002	2.609742e+002	-7.489757e+001	2.136330e+002	7.305108e+001	3.483383e+000	0	4.078440e+001	9.312261e+000	6.773009e+002	4.084304e-001	4.512051e-001	7.576699e-001	5.114703e+002	2.780132e+002	-6.366954e+001	2.076716e+002	7.063412e+001	3.903015e+000	0	0	0
6609271076	1489513570781203	-1.955555e+001	6.012496e+000	6.796321e+002	5.988194e-001	4.697722e-001	7.654403e-001	4.817772e+002	2.730109e+002	-7.488741e+001	2.094217e+002	7.134369e+001	3.492569e+000	0	4.082131e+001	9.344573e+000	6.773919e+002	4.083279e-001	4.510341e-001	7.579730e-001	5.162455e+002	2.777257e+002	-6.186550e+001	2.077722e+002	7.067490e+001	3.901367e+000	0	0	0
6609274408	1489513570784535	-1.953506e+001	6.039578e+000	6.797060e+002	5.987506e-001	4.696270e-001	7.656866e-001	4.797917e+002	2.738479e+002	-7.563753e+001	2.091289e+002	7.122496e+001	3.540787e+000	0	4.084327e+001	9.395456e+000	6.774368e+002	4.082653e-001	4.507579e-001	7.581228e-001	5.158948e+002	2.720287e+002	-6.199799e+001	2.097654e+002	7.148301e+001	3.861572e+000	0	0	0
6609277762	1489513570787889	-1.953242e+001	6.083082e+000	6.798187e+002	5.987357e-001	4.693939e-001	7.660624e-001	4.676138e+002	2.519446e+002	-8.023826e+001	2.167922e+002	7.433193e+001	3.568741e+000	0	4.084801e+001	9.451604e+000	6.775227e+002	4.082635e-001	4.504559e-001	7.584092e-001	5.084973e+002	2.559736e+002	-6.479271e+001	2.153826e+002	7.376041e+001	3.992844e+000	0	0	0
6609281124	1489513570791251	-1.954032e+001	6.136494e+000	6.798964e+002	5.987559e-001	4.691048e-001	7.663214e-001	4.476982e+002	2.887724e+002	-8.776226e+001	2.039073e+002	6.910794e+001	3.405121e+000	0	4.084284e+001	9.507821e+000	6.775738e+002	4.082875e-001	4.501510e-001	7.585793e-001	4.960482e+002	2.530378e+002	-6.949590e+001	2.164097e+002	7.417685e+001	3.961288e+000	0	0	0
6609284481	1489513570794608	-1.954349e+001	6.200478e+000	6.799812e+002	5.987608e-001	4.687582e-001	7.666038e-001	4.380945e+002	3.314465e+002	-9.139049e+001	1.889769e+002	6.305466e+001	3.308212e+000	0	4.083548e+001	9.571293e+000	6.775909e+002	4.083130e-001	4.498038e-001	7.586363e-001	4.678341e+002	2.616336e+002	-8.015503e+001	2.134023e+002	7.295754e+001	3.852295e+000	0	0	0
6609287746	1489513570797874	0	0	0	0	0	0	0	0	0	0	0	0	0	4.084365e+001	9.636636e+000	6.776580e+002	4.082974e-001	4.494501e-001	7.588601e-001	4.562221e+002	2.864686e+002	-8.454198e+001	2.047133e+002	6.943472e+001	3.814011e+000	0	0	0
6609291088	1489513570801216	0	0	0	0	0	0	0	0	0	0	0	0	0	4.085814e+001	9.731343e+000	6.776580e+002	4.082511e-001	4.489300e-001	7.588601e-001	4.588431e+002	2.982223e+002	-8.355179e+001	2.006010e+002	6.776747e+001	3.656525e+000	0	0	0
6609294448	1489513570804576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609297808	1489513570807936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609301106	1489513570811234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609304439	1489513570814567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609307788	1489513570817916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609311121	1489513570821249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609314393	1489513570824521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609317732	1489513570827860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609321100	1489513570831229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609324460	1489513570834589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609327732	1489513570837861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609331080	1489513570841209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609334421	1489513570844550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6609337781	1489513570847910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
