Unnamed: 0,time,TIME,TIMETICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN
0,0.0,196.7287139892578,40145793024.0,0.2074400037527084,0.2281499952077865,196.59288024902344,0.1358300000429153,330.0,1.0,0.2103700041770935,0.2865599989891052,1.0,0.2148800045251846,0.2136300057172775,1.0,0.2126200050115585,0.2500900030136108,1.0,0.3986200094223022,0.3996300101280212,13.665200233459473,1.042389988899231,1.0,0.8535400032997131,0.4068099856376648,16.98164939880371,1.0564199686050415,1.0,0.0,0.0,31.0
1,0.0164884854713713,196.7413024902344,40145915904.0,0.2075400054454803,0.2278099954128265,196.59288024902344,0.1484200060367584,330.0,1.0,0.2049199938774109,0.2594200074672699,1.0,0.211909994482994,0.1900500059127807,1.0,0.208419993519783,0.2247299998998642,1.0,0.3986200094223022,0.3996300101280212,13.665200233459473,1.063130021095276,1.0,0.853380024433136,0.4056800007820129,16.805540084838867,1.0771600008010864,1.0,0.0,0.0,31.0
2,0.0329769709427427,196.75775146484372,40146083840.0,0.207069993019104,0.2258400022983551,196.59288024902344,0.1648699939250946,330.0,1.0,0.1985400021076202,0.2430700063705444,1.0,0.2063200026750564,0.1692699939012527,1.0,0.2024299949407577,0.206169992685318,1.0,0.3986800014972687,0.3994300067424774,13.652609825134276,1.0838700532913208,1.0,0.8532400131225586,0.4050900042057037,16.76988983154297,1.0979000329971311,1.0,0.0,0.0,31.0
3,0.0494654564141141,196.7739715576172,40146243584.0,0.2062900066375732,0.22325000166893,196.59288024902344,0.1810899972915649,330.0,1.0,0.1913499981164932,0.226170003414154,1.0,0.2040800005197525,0.1633599996566772,1.0,0.1977100074291229,0.1947599947452545,1.0,0.3987700045108795,0.3991400003433227,13.719109535217283,1.0979000329971311,1.0,0.8529000282287598,0.4045400023460388,16.893550872802734,1.0979000329971311,1.0,0.0,0.0,31.0
4,0.0659539418854855,196.7903289794922,40146407424.0,0.2056100070476532,0.2206899970769882,196.59288024902344,0.1974499970674514,330.0,1.0,0.1905999928712844,0.2247299998998642,1.0,0.2041800022125244,0.1551699936389923,1.0,0.197390004992485,0.1899500042200088,1.0,0.3987199962139129,0.3990600109100342,13.585689544677734,1.0979000329971311,1.0,0.8528100252151489,0.4053800106048584,17.063779830932617,1.0979000329971311,1.0,0.0,0.0,31.0
5,0.0824424273568569,196.80740356445312,40146579456.0,0.2050800025463104,0.2186300009489059,196.59288024902344,0.2145200073719024,330.0,1.0,0.192670002579689,0.2300399988889694,1.0,0.2037599980831146,0.1536000072956085,1.0,0.1982199996709823,0.1918199956417083,1.0,0.3985399901866913,0.3992100059986114,13.57485008239746,1.091189980506897,1.0,0.8528800010681152,0.4053600132465362,17.152050018310547,1.0994399785995483,1.0,0.0,0.0,31.0
6,0.0989309128282283,196.82423400878903,40146747392.0,0.2042800039052963,0.2180700004100799,196.59288024902344,0.2313500046730041,330.0,1.0,0.1814900040626526,0.229420006275177,1.0,0.2047999948263168,0.1911900043487548,1.0,0.1931499987840652,0.2102999985218048,1.0,0.3984499871730804,0.3992300033569336,13.3294095993042,1.0927300453186035,1.0,0.8529800176620483,0.4055800139904022,17.101770401000977,1.1009800434112549,1.0,0.0,0.0,31.0
7,0.1154193982995997,196.8399658203125,40146903040.0,0.2035000026226043,0.2169400006532669,196.59288024902344,0.247089996933937,330.0,1.0,0.192900002002716,0.2337699979543686,1.0,0.190650001168251,0.1660500019788742,1.0,0.1917800009250641,0.1999099999666214,1.0,0.398470014333725,0.399370014667511,13.482430458068848,1.0942699909210205,1.0,0.8529800176620483,0.4055800139904022,17.101770401000977,1.102519989013672,1.0,0.0,0.0,31.0
8,0.1319078837709711,196.85650634765625,40147070976.0,0.2027900069952011,0.2158599942922592,196.59288024902344,0.2636300027370453,330.0,1.0,0.1924300044775009,0.2325599938631057,1.0,0.1902199983596801,0.1644999980926513,1.0,0.191330000758171,0.1985300034284591,1.0,0.3985800147056579,0.3991900086402893,13.391070365905762,1.095810055732727,1.0,0.8529800176620483,0.4055800139904022,17.101770401000977,1.1040600538253784,1.0,0.0,0.0,31.0
9,0.1483963692423425,196.87408447265625,40147247104.0,0.2021699994802475,0.2143200039863586,196.59288024902344,0.2811999917030334,330.0,1.0,0.1808599978685379,0.2267999947071075,1.0,0.2026000022888183,0.1495700031518936,1.0,0.1917299926280975,0.18817999958992,1.0,0.3985300064086914,0.3993299901485443,13.474499702453612,1.1040600538253784,1.0,0.8531399965286255,0.4059599936008453,17.022319793701172,1.1040600538253784,1.0,0.0,0.0,31.0
10,0.1648848547137139,196.88946533203125,40147398656.0,0.2021300047636032,0.2131800055503845,196.59288024902344,0.2965900003910064,330.0,1.0,0.1874399930238723,0.2404499948024749,1.0,0.2151799947023391,0.1449999958276748,1.0,0.2013099938631057,0.1927199959754943,1.0,0.3986699879169464,0.3991999924182892,13.647150039672852,1.1040600538253784,1.0,0.8532800078392029,0.4061700105667114,16.99909019470215,1.1040600538253784,1.0,0.0,0.0,31.0
11,0.1813733401850853,196.90609741210935,40147566592.0,0.2020899951457977,0.2122599929571151,196.59288024902344,0.3132199943065643,330.0,1.0,0.1853599995374679,0.2352599948644638,1.0,0.2175000011920929,0.1541000008583068,1.0,0.2014299929141998,0.1946800053119659,1.0,0.3987100124359131,0.3993400037288666,13.764860153198242,1.1107699871063232,1.0,0.8532400131225586,0.406139999628067,17.004159927368164,1.095139980316162,1.0,0.0,0.0,31.0
